SubString Matches,Exact Matches,Word
1,0,speedway
5,0,virginia
171,0,swag
3,0,lester
62,0,lane
1,0,gonja
2,0,ibarra
1,0,bollo
1,0,swey
4,0,wank
11,0,wang
8,0,kennedy
1,0,circle
68,0,ward
1,0,aars
1,0,gtfu
29,0,lara
3,0,aasi
1,0,hashtag
100,0,christ
9,0,lynch
34,0,hag
130,0,hai
4,0,school
2,0,gooey
11,0,harrison
21,0,video
1,0,walnuts
2,0,bolle
2,0,kanin
1,0,gooch
2,0,lauk
61,0,hek
22,0,hex
1,0,durge
1,0,kansas
2,0,junki
1,0,anoka
2,0,baptiste
2,0,junky
13,0,carson
1,0,nipper
32,0,smash
14,0,chav
20,0,chat
19,0,hiv
1,0,tering
27,0,beat
4,0,camden
2,0,valdez
1,0,colony
35,0,beck
6,0,babyj
96,0,okie
6,0,crock
14,0,gonzo
6,0,bebe
2,0,croch
3,0,mear
2,0,beej
1,0,tushi
1,0,advance
2,0,befa
4,0,darwin
5,0,beer
4,0,bedo
2,0,bede
34,0,hof
82,0,hoe
34,0,organ
20,0,annal
152,0,hoo
230,0,hor
113,0,hot
138,0,hos
2,0,nisse
25,0,chis
1,0,befe
25,0,chit
1,0,hyder
10,0,aben
5,0,orgia
3,0,henderson
1,0,ccane
15,0,blanc
1,0,cappella
1,0,tocarte
2,0,tarrant
1,0,rommi
2,0,yhoo
31,0,melo
18,0,chon
2,0,belk
1,0,deads
4,0,vidal
14,0,eight
2,0,chihuahua
12,0,orgie
5,0,smack
14,0,mens
1,0,tussi
42,0,izard
4,0,negra
71,0,blade
4,0,berk
2,0,hogar
1,1,burnside
3,0,frak
1,0,santander
3,0,frap
2,0,rubs
14,0,abos
17,0,merr
2,0,negro
1,0,spion
2,0,dinky
1,0,guey
6,0,meto
17,0,meth
1,0,ruft
2,0,geraldine
1,0,patterson
6,0,racha
14,0,ruiz
1,0,dingy
365,0,ice
1,0,turro
1,0,turra
80,0,guin
8,0,zilch
1,0,poes
7,0,frig
2,0,frik
21,1,lopez
3,0,pogo
18,0,rump
1,0,valva
1,0,mamada
3,0,benga
1,0,solomon
1,0,mercedes
1,0,papar
1,0,alexandria
8,0,cide
269,1,nick
2,0,poil
3,0,polk
12,0,pole
1,0,ownage
20,0,nies
22,0,cien
2,0,lespe
6,0,nido
5,0,rute
14,0,death
175,0,imo
3,0,nigr
2,0,idaho
1,0,niga
14,0,pope
11,0,poop
29,0,olla
1,0,poon
2,0,mfer
1,0,acct
4,0,porc
3,0,licker
615,0,irl
2,0,michigan
1,0,chinge
24,0,nine
7,0,acht
1,0,cinq
120,0,ning
2,0,poto
1,0,acid
2,0,nips
3,0,trenton
1,0,ivg
1,0,lewat
1,0,cipa
2,0,poxi
12,0,olut
4,0,number
2,0,itá
1,0,laredo
1,0,guaca
1,0,ludra
31,0,city
1,0,hemma
2,0,lewes
7,0,cristo
1,0,poya
6,0,hamilton
1,0,madre
1,0,tisse
32,0,lewis
31,0,jap
8,0,jaq
1,0,fanme
1,0,levis
10,0,turkey
3,0,catherine
4,0,reynolds
2,0,l&m
2,0,mancha
2,0,manche
19,0,jew
4,0,epes
1,0,madrigal
2,0,brandie
7,1,street
18,0,elizabeth
2,0,eikel
8,0,jii
67,0,jin
2,0,bgal
1,0,paska
2,0,mccarthy
1,0,eighteen
5,0,syre
1,0,nookie
2,0,fhawk
1,0,alkis
7,0,bender
1,0,geezer
4,0,georgia
58,1,brandon
2,0,adak
6,0,castro
9,0,hughes
169,0,addy
2,0,krack
2,0,jpg
1,0,blueball
3,0,phelps
3,0,cougar
3,0,stupid
3,0,denver
14,0,molly
2,0,lorte
1,0,kaat
1,0,eichel
1,0,westover
2,0,roofi
6,0,vaca
193,0,jus
8,0,juu
13,0,macho
4,0,macka
4,0,parra
1,0,tjukk
7,0,anpan
2,0,booker
1,0,chimar
1,0,goodyear
3,0,kake
23,0,bailey
6,0,peterson
14,0,kaka
2,0,tigres
4,0,drink
2,0,vail
1,0,macon
3,0,ficer
6,0,ficen
3,0,kalb
2,0,splif
1,0,champagne
5,0,oregon
19,1,kao
1,0,loser
1,0,cripple
3,0,selma
1,0,valdivia
2,0,ceint
1,0,tocar
1,0,extacy
8,0,vara
1,0,boxers
1,0,kdv
1,0,atlanta
1,0,cowlic
154,0,kes
5,0,detroit
3,0,katu
4,0,dippy
1,0,øl
6,0,sniper
3,0,pardo
16,0,once
1,0,elske
1,0,coger
107,0,kil
284,0,kit
1,0,kkk
2,0,duarte
1,0,wead
6,0,martinez
14,0,lead
102,0,kon
44,0,kos
49,0,kot
9,0,leck
8,0,bombe
1,0,kpc
16,0,webb
1,0,whetstone
16,0,ween
11,0,lefa
112,0,weet
4,0,weed
3,0,balloon
3,0,berserk
1,0,zinna
2,0,pills
2,0,pillu
1,0,pille
3,0,downey
3,0,latino
22,0,moore
2,0,uriah
2,0,eleven
7,0,kug
4,0,tickle
5,0,kuk
1,0,opfer
1,0,skilling
1,0,throb
3,0,wein
41,0,kus
14,0,kut
1,0,burgos
4,0,waldo
1,0,kvg
18,0,troll
1,0,trolo
8,0,lela
3,0,piranha
30,0,kys
1,0,diomede
16,0,disco
3,0,licor
1,0,durán
1,0,explosion
3,0,phile
2,0,saxman
1,0,camping
1,0,besar
7,0,wally
259,0,lover
7,0,onze
5,0,prat
9,0,spook
68,0,lap
2,0,lesy
2,0,bugger
1,0,lcd
16,0,bryce
1,0,booze
1,0,preto
2,0,doce
229,0,lem
644,0,les
10,0,dock
43,0,lez
18,0,baller
1,0,bradford
13,0,dodge
26,0,claw
1,0,caballero
2,0,quif
76,0,clan
4,0,quim
192,0,lic
405,0,lit
12,0,pris
25,0,liu
14,0,homer
30,0,erie
16,0,pric
10,0,roberts
3,0,bich
2,0,doit
1,0,dois
2,0,uinta
3,0,oogy
5,0,biba
8,0,lmc
1,0,burbank
19,0,three
150,0,n19
5,0,bier
2,0,lonely
1,0,chochito
2,0,kulli
4,0,mide
3,0,ashman
233,0,mick
7,0,bagel
64,0,lob
3,0,bigi
2,0,tumblr
4,0,bige
15,0,biga
3,0,pron
5,0,chichi
2,0,clio
1,0,dolk
17,0,eroi
1,0,besta
4,0,miff
45,0,eros
2,0,errs
5,0,dook
19,0,affe
1,0,jennings
3,0,zona
13,0,affy
4,0,ballin
3,0,chicha
1,0,chiche
3,0,dong
3,0,doob
16,0,lsd
36,0,superman
1,0,disko
1,0,mafia
6,0,dorf
4,0,mijo
16,0,dope
7,0,calvin
22,0,lug
3,1,allah
45,0,lul
94,0,lus
5,0,patte
2,0,dosh
1,0,patsy
1,0,nineteen
13,0,dork
6,0,dose
15,0,erva
1,0,kcid
1,0,cochon
9,0,monta
4,0,bint
101,0,ming
22,0,bing
4,0,london
13,0,bite
3,0,bitc
4,0,doze
1,0,ludder
5,0,robinson
29,1,henry
16,0,bish
1,0,doya
8,0,zozo
20,0,mitt
2,0,inbai
3,0,sanders
189,0,mai
1,0,habbo
17,0,wright
2,0,merca
2,0,rubin
1,0,xixi
1,0,batavia
6,1,carolina
23,0,meh
2,0,fanny
1,0,7mar
2,0,mfb
1,0,merde
4,0,merda
2,0,cmax
1,0,amour
36,0,miller
316,0,mis
1,0,booty
5,0,dirty
1,0,striped
53,0,berry
1,0,eclectic
1,0,uccello
7,0,mongo
1,0,arroba
2,0,mp4
2,0,mp3
17,0,moa
66,0,mod
2,0,chupa
2,0,chupi
129,0,mos
2,0,swass
1,0,scuzzy
3,0,flock
15,0,gordo
1,0,gorda
2,0,durango
33,0,mrc
2,0,boone
1,0,greenwood
5,0,msg
2,0,chula
47,1,allen
3,0,msj
2,0,msn
54,0,esti
92,0,mst
1,0,nekid
3,0,chulo
3,0,pikes
1,0,patate
2,0,slaps
59,0,jade
199,0,mus
113,0,jaco
1,0,piken
43,0,ashley
3,0,piker
2,0,chump
19,0,slash
10,0,greene
4,0,crappy
1,0,chiant
1,0,wyoming
5,0,pinto
1,1,niño
1,0,evergreen
1,0,pownage
106,0,nah
198,0,nar
8,0,chelsea
57,0,neg
71,0,nen
7,0,jara
7,0,jari
3,0,franklin
1,0,onbou
88,0,ngr
9,0,douglas
4,0,ni9
3,0,oyboy
6,0,gallo
240,0,nig
2,0,stevenson
1,0,maniaco
41,0,nip
15,0,niq
6,0,cacho
17,0,brooks
3,0,bucks
1,0,onaru
5,0,lincoln
1,0,joliet
1,0,pinda
1,0,huasca
6,0,stripe
1,0,peluche
5,0,ahab
3,0,whack
57,0,nob
3,0,wisconsin
1,0,lezzy
2,0,goule
2,0,aher
1,0,droit
2,0,martini
27,0,ntm
1,0,pingo
5,0,nua
46,0,nue
92,0,nut
7,0,whip
1,0,anusu
6,0,alone
8,0,jasper
3,0,herbe
1,0,fargo
40,0,vega
2,0,ariton
9,0,edwards
4,0,hamburger
4,0,puppe
1,0,armenia
6,0,odder
1,0,magor
5,0,ferrar
134,0,kell
3,0,valera
8,0,maestro
3,0,ditch
22,0,kent
5,0,image
12,0,class
29,0,clark
1,0,homse
13,1,bradley
5,0,drap
1,0,redskin
12,0,puck
28,0,vera
8,0,shelby
8,0,steele
1,0,puer
3,0,puds
15,0,turner
89,0,ofi
28,0,oral
5,0,platinum
2,0,romper
14,0,drei
13,0,ogt
2,0,lancaster
1,0,heppe
19,0,puff
2,0,onani
5,0,coca
16,0,anderson
119,0,drew
62,0,coco
11,0,nobi
2,0,klepto
1,0,elmore
8,0,drit
1,0,puki
7,0,drip
1,0,newbie
1,0,puke
1,0,carchi
26,0,orgi
15,0,bled
1,0,pung
5,0,sacre
1,0,mcdonald
1,0,aibu
3,0,lamer
14,1,thompson
3,0,williamson
1,0,saline
4,0,urine
37,0,lick
9,0,noir
1,0,aids
8,0,bubby
82,0,opi
101,1,opp
36,0,punk
37,0,colo
109,0,cole
62,0,cola
1,0,aieki
15,0,coke
2,0,gisela
269,0,ort
53,0,pupp
3,0,superior
5,0,salina
5,0,pute
9,0,cono
123,0,osi
328,0,osh
4,0,puta
3,0,chucha
2,0,puss
2,0,chucho
3,0,weston
114,0,ote
17,0,liga
14,0,wife
10,0,cona
12,0,disneyland
1,0,puro
4,0,messe
1,0,payson
1,0,albany
1,0,burrinha
16,0,coon
12,0,noob
5,0,coro
3,0,blok
4,0,blog
8,0,blow
24,0,orto
10,0,torres
4,0,wimp
88,0,link
1,0,coker
15,0,linn
1,0,ouvre
1,0,yoro
2,0,wila
1,0,pinche
5,0,palmer
3,0,nove
4,0,assassin
1,0,soriano
8,0,coup
5,0,omaha
1,0,ridde
5,0,wine
1,0,blvd
2,0,toxico
21,0,lips
3,0,broadway
2,0,aitr
5,0,miami
3,0,sanchez
83,0,pal
246,1,pat
75,0,pas
127,0,pau
1,0,saget
1,0,pcf
1,0,araya
1,0,hilling
4,0,trinidad
2,0,pcp
94,0,live
1,0,rampe
2,0,alberta
9,0,layton
7,0,ramos
115,0,pee
179,0,pet
15,0,ingle
1,0,spearm
6,0,medina
1,0,omame
10,0,gilbert
1,0,hacken
6,0,tempe
218,0,pic
73,0,pig
54,0,pil
87,0,pik
196,0,pir
36,0,pis
1,0,wichser
1,0,libber
4,0,kimberly
1,0,hentai
13,0,oshe
1,0,gringo
7,0,ajax
1,0,shawnee
8,0,lawrence
2,0,bible
4,0,png
2,0,cherokee
27,0,pod
15,0,pom
140,0,poo
75,0,pot
66,0,pos
1,0,parrish
7,0,marion
1,0,hetro
3,0,slider
83,0,smith
1,0,antares
2,0,fatty
2,0,burley
1,0,jodes
1,0,prk
90,0,freak
40,1,psy
1,0,tarija
1,0,marika
45,0,pud
6,0,pue
22,0,pul
36,0,ossi
35,0,pus
20,0,conne
2,0,pedal
2,0,ta_g
13,0,pwd
1,0,sagat
6,0,foster
2,0,eighty
1,0,daphne
34,0,taco
1,0,soper
1,0,thirteen
12,0,teman
1,0,marica
26,0,cooper
4,0,account
1,0,ralls
46,0,prime
4,0,prima
1,0,route
1,0,tonline
2,0,kamera
1,0,chapar
7,0,pistol
5,0,alonso
4,0,chinese
27,0,tant
1,0,pecho
2,0,junkie
2,0,toledo
1,0,revolver
3,0,tapa
1,0,hoots
2,0,ossan
7,0,epcot
1,0,anvik
1,0,calvert
16,0,tart
9,0,tarm
20,0,tard
30,0,tara
6,0,harvey
1,0,linden
16,0,reyes
26,0,tata
1,0,position
26,0,ville
2,0,grimes
1,0,khab
1,0,morir
1,0,balling
3,0,khat
2,0,hermana
2,0,jeba
7,0,doggy
1,0,klutz
3,0,hermano
3,0,kills
6,0,moron
52,0,gamin
4,0,indiana
13,0,bossa
1,0,prick
2,0,cartagena
5,0,hernandez
5,0,arabi
10,0,arabe
1,0,bosta
1,0,budda
6,0,finger
1,0,nolic
5,0,morro
1,0,commi
1,0,emelle
2,0,sanford
2,0,greengo
1,0,welland
12,0,maine
10,0,stevens
1,0,viols
2,0,hoser
4,1,viola
337,0,rat
199,0,ras
50,0,rau
97,0,raw
314,0,ray
1,0,rbv
4,0,belmont
80,1,scott
17,0,morris
31,0,saint
12,0,photo
10,0,swing
1,0,jerk
3,0,duby
5,0,duch
144,0,rev
1,0,kuser
1,0,rifle
10,0,crap
5,0,.ca
4,0,.ch
4,0,.de
3,0,hairy
6,0,boca
8,0,bambi
3,0,.es
2,0,mobo
7,0,mamar
1,0,boaz
27,0,bobo
6,0,.i.
2,0,bode
5,0,moca
1,0,postal
228,0,rod
2,0,boga
12,0,dumb
4,0,unchi
1,0,meggers
3,0,.is
2,0,dump
15,0,cesar
1,0,bofe
1,0,boff
1,0,wiener
2,0,.l.
19,0,rpr
5,0,crip
1,0,oxford
1,0,ferreira
2,0,boin
1,0,yarnell
3,0,mogo
1,0,boka
3,0,exta
18,0,moke
1,0,cleveland
11,0,vich
12,0,rtw
81,0,rub
12,0,rua
48,0,rue
94,0,rum
39,0,bomb
70,0,vier
46,0,dust
3,0,duro
3,0,holland
7,0,bola
1,0,injen
3,0,crop
1,0,orense
1,0,sniffer
24,0,boob
13,0,boos
3,0,bonk
20,0,mona
1,0,spokane
2,0,bong
5,0,rodriguez
2,0,valentine
1,0,vigo
8,0,mouth
3,0,malle
40,0,rye
2,0,kike
30,0,kiki
1,0,kechi
1,0,imagen
6,0,kiin
7,0,phone
6,0,bennett
1,0,compton
1,0,.uk
15,0,mose
1,0,patters
3,0,moso
32,0,mort
30,0,mora
14,0,mord
11,0,moro
60,0,kill
26,0,cruz
16,0,vina
2,0,weirdo
19,0,vine
30,0,moth
3,0,soria
6,0,kino
1,0,truja
5,0,mota
2,0,cesso
1,0,cardozo
51,0,sap
111,0,sau
83,0,viol
3,0,spunk
1,0,petrel
12,0,kiss
1,0,personal
73,0,see
4,0,montana
1,0,crummy
7,0,sex
1,0,whead
5,1,bozo
28,0,kita
1,0,skeat
1,0,tallulah
2,0,princeton
1,0,ageman
24,0,sgu
14,0,franco
32,0,sht
1,0,vinho
29,0,six
1,0,stroke
4,0,vingt
2,0,skeet
1,0,mongis
1,0,eugene
34,0,crystal
24,0,smc
6,0,smb
4,0,smd
1,0,balas
1,0,cerda
1,0,cerdo
1,0,vinte
2,0,eureka
172,0,sol
1,0,taber
11,0,squirt
22,0,sot
1,0,mammoth
1,0,mongol
65,0,spy
1,0,sheridan
20,0,murphy
1,0,pirar
1,0,ganso
241,0,ames
17,0,inland
172,0,sse
1,0,baltimore
19,0,delta
2,0,valenzuela
18,0,ssn
214,0,110
8,0,guila
2,0,putin
10,0,yankee
31,0,std
29,0,pyro
1,0,mccomb
2,0,sevilla
62,0,sus
1,0,pollard
2,0,bicho
2,0,missile
3,0,beaver
1,0,sxc
1,0,oracle
10,0,horne
4,0,syf
3,0,gonzales
12,0,syt
3,0,gonzalez
3,0,guido
8,0,sack
97,0,190
41,0,hade
3,0,saco
27,0,hack
30,0,amor
3,0,amok
1,0,racine
2,1,climax
7,0,sado
1,0,testes
1,0,garrido
1,0,bouse
1,0,tasker
348,0,tal
193,0,tas
3,0,ugly
3,0,wraps
3,0,auntie
1,0,trujillo
2,0,balls
32,0,sain
3,0,ballz
6,0,balla
30,0,balle
1,0,village
14,0,smooth
51,0,hale
9,0,half
1,0,shaiba
126,0,tel
252,0,ten
1,0,corna
53,0,tet
20,0,hake
21,0,tez
8,0,willow
6,0,hanf
3,0,huevo
18,0,salo
9,0,blood
18,0,thc
2,0,idot
24,0,sale
1,0,erogen
1,0,trusse
209,0,tie
1,0,zwei
27,0,tit
1,0,loring
1,0,tonma
1,0,artemisa
31,0,harm
3,0,webster
87,0,hard
1,0,garce
12,0,tweet
3,0,akron
2,0,romance
9,0,hate
2,0,mckenzie
1,0,bacardi
27,0,anal
20,0,tnt
9,0,hash
49,0,tod
84,0,tot
5,0,morrison
11,0,willie
12,0,anfe
1,0,tonta
38,0,tonto
1,0,loveland
1,0,peralta
21,0,tub
43,0,tut
1,0,manko
49,0,anis
4,0,ctrl
64,0,warrior
57,0,two
5,0,latte
5,0,txt
50,0,tyk
6,0,halle
62,0,anma
5,0,manne
57,0,house
7,0,teet
1,0,sativa
1,0,teef
70,0,teen
8,0,jerome
9,0,watson
2,0,ecchi
120,0,anti
97,0,anta
9,0,tele
12,0,anus
5,0,domina
1,0,flamer
5,0,udf
1,1,stoker
1,0,blackwater
1,0,sixteen
1,0,hanahan
2,0,lucifer
1,0,meridian
2,0,tonga
20,0,cuba
1,0,stadt
4,0,cucu
1,0,cienfuegos
5,0,grass
5,0,chacha
12,0,brah
8,1,murray
2,0,tweets
4,0,margaret
2,0,nagua
1,0,covington
3,0,aiken
2,0,barton
6,0,teta
2,0,grape
1,0,mower
1,0,nude
1,0,injun
1,0,randolph
119,0,ump
15,0,madison
28,0,harris
220,0,uni
61,0,uno
2,0,wagner
15,0,loca
3,0,stalk
14,0,loch
2,0,bande
38,0,brin
1,0,culo
5,0,enano
3,0,teze
2,0,klab
2,0,yuma
106,0,usi
3,0,loge
1,0,mange
3,0,chacon
5,0,clayton
6,0,ortiz
4,0,null
1,0,montgomery
2,0,loja
1,0,he!!
2,0,wogs
3,0,bowie
5,0,scab
3,0,nute
8,0,ussel
36,0,uzi
1,0,cuss
2,0,klit
10,0,iffy
1,0,camote
20,0,seven
1,0,darkey
1,0,kenner
4,0,loob
1,0,goolie
15,0,nuts
10,0,scat
6,0,upite
2,0,sucre
1,0,marbles
2,0,nager
6,0,lote
1,0,peanuts
14,0,vag
9,0,vaj
7,0,banta
1,0,pipote
3,0,lort
6,0,indian
1,0,riverside
8,0,pisto
1,0,dyed
1,0,ragland
2,0,jiss
2,0,handy
1,0,pepino
7,0,pierre
1,0,okama
2,0,banger
10,0,shannon
1,0,dyes
2,0,vjj
1,0,naughty
1,1,ledesma
2,0,mcmullen
2,0,dyke
22,0,teste
1,0,jizz
2,0,samson
1,0,scrw
2,0,hummer
6,0,shady
5,0,simmons
2,0,shaft
15,1,collins
1,0,gatao
1,0,shart
82,0,420
76,0,ester
1,0,boilermaker
1,0,naked
1,0,linko
3,0,pencil
6,0,shank
1,0,shoota
1,0,fairfield
2,0,cordova
1,0,shoots
1,0,sarara
3,0,hammond
1,0,salcedo
1,0,baren
1,0,manchas
3,0,florida
11,0,rabo
2,0,enema
17,0,griffin
117,0,race
3,0,greer
19,0,wav
5,0,sambo
3,0,suger
6,0,gail
4,0,older
14,0,wey
1,0,rumpe
197,0,monkey
7,0,rogers
11,0,raja
18,0,sugar
31,1,raid
2,0,sdor
1,0,couille
2,0,mcleod
2,0,barrow
14,0,ramp
1,1,eunuque
9,0,raps
5,0,virus
29,0,pickle
8,0,rape
1,0,prout
1,0,peipi
1,0,hamal
26,0,willy
1,0,sicks
3,0,sicko
1,0,кокс
1,0,provo
14,0,terra
1,0,commanders
4,0,wog
2,0,gasa
2,0,salos
8,0,salot
2,1,venegas
1,0,jefferson
1,0,hoven
31,0,gato
21,0,rata
4,0,skimo
7,0,gata
15,0,rass
1,0,geneva
3,0,wtf
12,0,wth
1,0,essex
1,0,lisman
3,0,jenkins
2,0,knep
9,0,trinity
1,0,sylvania
14,0,www
9,0,sead
3,0,andrade
10,0,dillon
4,0,ukin
46,0,heck
1,0,grundy
11,0,mitchell
3,0,emale
52,0,hebe
1,0,knob
5,0,seed
27,0,heel
15,0,email
4,0,heeb
1,0,secs
1,0,joint
4,0,yahoo
5,0,sega
1,0,markham
4,0,knox
6,0,sein
5,0,seis
10,0,heim
4,0,screw
8,1,hawaii
1,0,heii
1,0,grungy
140,0,hell
1,0,depri
3,0,salle
1,0,sicco
4,0,salem
1,1,betancur
4,0,laval
9,0,seno
8,0,seng
1,0,buco
3,0,hamel
1,0,sept
11,0,smoke
2,0,cuder
1,0,scrog
5,0,anthem
1,0,uache
2,0,muck
21,0,hest
30,0,sere
1,0,minger
2,0,bude
1,0,marana
6,0,buda
28,0,arab
6,0,buga
2,0,helena
19,0,muff
13,0,sete
5,0,wrap
44,0,arce
2,0,tía
2,0,conejo
3,0,kearney
2,0,hewk
1,0,gaijin
2,0,redneck
1,0,xtc
1,0,mobile
6,0,taint
28,0,argo
1,0,sexi
8,0,channel
2,0,cutter
4,0,camel
4,0,koff
1,0,bums
4,0,bump
