SubString Matches,Exact Matches,Word
419,0,aldea
9,0,abortion
42,0,stds
1,0,fraggot
12,0,abgar
6,1,mamá
4,0,еб
2626,0,3p
68,0,seeds
35,0,baps
117,1,blanche
12,0,brookwood
2590,0,4p
13,0,bagdad
171,0,mapi
17,0,sobar
97791,0,69
2,0,gurabo
136,0,stfu
3296,0,speed
19,0,hermosillo
56,0,trece
700,0,twit
2,0,gazong
3,0,cacata
22,0,daske
97,0,dumbo
2167,0,milton
2,0,mané
4,0,blasen
139856,0,88
1,0,fahque
46,0,ithaca
818,0,maul
380,0,maui
50,0,lolas
90,0,quince
1815,0,mata
4629,0,mate
2,0,montecito
7,0,wenus
23,0,topeka
16,0,ardmore
40,0,facebook
103,0,sperm
1,0,contramaestre
499,0,stiv
1,0,cusao
1103,0,moreno
1,0,sodomist
12,0,fecker
1829,0,mayo
119,1,appar
1,1,pøbel
4,0,scheisse
15,0,jagermeister
4,0,boelle
10,0,maté
1373,0,weaver
31,0,cusco
18893,0,ees
6255,0,jackson
11,0,noroma
25,0,lmfao
36927,0,eff
17,0,mansilla
2,0,lolicon
1,0,ansiado
158,0,cuervo
50,0,sacrament
1,0,hafada
1044,0,auburn
41,0,kviki
12,1,colita
2,0,owensboro
1,0,leadville
79,0,cocos
15,0,vibro
22,0,prudence
1,0,frocio
3,0,tisper
10,0,packie
780,0,hardin
6,0,columbine
46,0,claypool
124,0,munster
1340,1,brandi
220,0,loopy
127,0,allgood
4,0,strase
4,0,tearing
965,0,brandy
1,0,dudleyville
4005,0,stud
6,0,garnish
2022,0,ohio
223,0,mcintosh
48,0,kichi
6305,0,elf
52,0,usero
156997,0,ell
5,0,areola
11,0,gangbang
12,0,martos
22,0,http
409,1,vaughan
3,1,mongole
54,0,golly
1432,0,negr
418,0,strand
1,0,cochabamba
189,1,salgado
91,2,golli
20142,0,eng
3,0,cartago
673,1,memphis
1765,0,nega
4,0,rondelle
78,0,berkeley
3,0,juntti
45,0,choto
5,1,seigu
20,0,colima
179,0,gangster
20,0,forro
780,0,aryan
59,0,seventy
2,0,duitama
134,0,utica
13,0,cuerno
1,0,cusseta
1,0,yuujo
9,0,metano
10,0,ochenta
69,0,polson
254,0,ohor
150,0,urself
3063,0,cell
14,0,barreiro
104,1,ashford
49698,0,ero
69187,0,err
123815,0,ers
2,0,lmirl
1,0,hashishe
1,0,мазафак
151,0,lockhart
711,0,cela
43,0,penton
1,0,haijin
3,0,kocain
83,0,chopi
51,0,florencia
55,0,chopo
2,0,bichez
1,0,africain
13008,0,eta
568,0,buddha
498,0,nena
49,0,mooseknuckle
8,0,plouc
330,0,spick
14,0,kimaru
7,0,biches
1,0,bostas
18,0,traverse
2568,0,yell
2,0,chiniak
98,0,chope
2,0,gnide
71,0,lesbi
89,0,choro
108,0,lesbo
21088,1,eva
204,0,islam
66754,0,eve
2,0,nazzis
3,0,cocoya
455,0,flick
24,0,bilbao
242,0,nepe
38,0,boink
90,0,golfa
3,0,sloshed
128,0,sheffield
10,0,greensboro
14031,0,martin
178,0,prescott
125,0,lesbe
10,0,manassas
127,0,pounds
2220,1,nerd
9,0,paulden
1,0,scopare
5,1,cuarenta
4,0,tragar
1,0,nodaway
2,0,koufu
2,0,circumcise
50,0,springfield
8,0,caña
8,0,zunga
4,0,nosser
5305,0,gray
2723,1,gram
1417,0,gras
1,0,kouin
2892,0,suck
3,0,lezian
58,0,kalbe
4,0,chickasaw
2,0,remame
105,0,neun
6,0,kachina
85,0,gomas
25,0,morfin
15,0,museum
1,0,bolívar
2,0,niqqer
129,0,neuf
152,0,fock
2,0,piojoso
9,0,buttoc
122,0,huit
246,1,snatch
303,0,fa9
217,1,suge
145,0,newd
263,0,escue
1344,0,elba
504,0,suke
1,0,chilliwack
983,0,fag
239,0,suka
1,0,veraguas
272,0,fap
107,0,faq
8629,0,fat
157,0,yeyo
370,0,fax
2,0,すけ
9645,0,davis
152,1,petera
1,0,niqqah
34,1,usuario
1789,0,hump
9,0,shinna
164,0,studs
1366,0,elda
50,0,fck
2461,0,diaz
492,0,berlin
396,0,burner
1,0,dupek
122,0,fofo
10,0,bating
160,1,diddle
1055,0,gris
4,0,matanza
348,0,vandal
104,0,suko
81,0,fdp
88,0,fofa
365,0,suki
8,0,culero
1018,0,hull
2906,0,grim
5545,0,dick
3325,0,fea
3321,0,fed
2,0,yobbo
409,0,feg
346,0,fej
253,0,kalis
458,0,feo
1,1,quetzaltenango
6,0,orinar
99,0,dics
9,0,kalja
1,0,chunchula
3,1,agüero
444,0,pleb
2978,0,ffs
6,0,arabes
191,1,hombre
3,0,igiot
473,0,died
122,0,fgs
334,0,diez
5,0,satsuma
1,0,peanus
3534,0,dies
1142,0,leroy
2,0,copula
763,0,radford
5,0,vieques
1,0,votze
200,0,callaway
1,0,cundinamarca
278,0,pereira
593,0,carmel
4004,0,fic
1565,0,fif
162,0,suso
717,0,fik
2,0,kandiyohi
2,0,canabis
15253,0,fis
33,0,murcia
5,0,pension
811,0,elim
6,1,rinnat
65,0,manger
309,0,groe
155,0,hure
14,0,sitka
201,0,tinbo
38,0,corinth
3,0,fahqu
44,0,hurp
65,0,fkc
89043,0,bb
5,0,dunkirk
16734,0,bh
200925,0,bi
14684,0,bj
52108,0,bs
3936,0,bv
89,0,fook
84,1,prichard
48,0,tombstone
5,0,pontevedra
3,0,peekskill
67701,0,cu
40,0,magallanes
60,0,fono
146,0,fml
4,0,foque
21078,0,dp
7,0,nichon
39,0,charco
67,0,niqqa
2,0,dikx
1,1,castrado
15,0,kotze
116875,0,ei
82,0,hitto
43,0,nazzi
298,0,dike
387,0,weiner
790,0,foc
13363,0,fb
1302,0,fog
24,0,hittu
7753,1,fg
1,0,gokke
202,0,fok
4,0,bæ
4880,0,fk
6634,0,fn
13,0,foq
1,0,kueka
35258,0,fu
1,0,faggotry
3,0,chingue
320,0,plos
4,0,cucaracha
6,0,texting
6,0,mentone
4,0,titten
443,0,fork
5,0,adresse
216,0,nutte
322,0,eloy
285206,0,ho
5,0,dø
2309,0,four
184714,0,id
15523,0,k7
31,0,gaban
662,0,dink
145,0,fubar
197,0,foto
4,0,kitzler
28,0,sadist
5,1,bakardi
4,0,misisipi
29,0,tyaz
4,0,tuskegee
99018,1,ju
1,0,culear
1,0,jotita
945,0,dire
85,0,ottawa
23123,0,kk
38051,0,ku
3,0,beeches
1,0,sheeney
4935,0,kz
6,0,kasaan
504,0,fuc
780,0,fug
3,0,nasere
540,0,fuk
203,0,fuq
18,0,foze
78,0,montreal
405,0,diss
116,0,panti
2,0,bagara
116,0,chichar
5867,1,morgan
432,0,cutte
16271,0,mf
29,0,pansy
857,0,seattle
665,0,baxter
46,0,hitla
575,0,alabama
1,0,follar
241,1,geiger
24,1,cazzo
27,0,riquelme
2,1,petardo
1,0,togiak
81,0,panty
1,0,schijt
16,0,tuscaloosa
53383,1,nu
186677,0,ob
56,0,berserker
13,0,lenexa
53,0,renob
121,0,oito
6,0,carotte
145,0,ditz
26,0,pasadena
14113,0,pd
154,0,rizze
11108,1,pk
1313,0,rocker
55219,0,ps
311,1,cholo
6,0,gonzález
236,0,choke
88,0,redwood
11,0,noblesville
6,0,talladega
1,0,abortionist
30,0,adopt
10,0,anegam
127041,0,rk
256142,0,rt
221,2,chone
32,0,fairfax
300,1,davenport
1,0,bøg
1,0,defunct
1,0,traguen
286269,0,so
92,1,thatcher
218372,1,ss
12,0,guarra
4996,0,monster
5,0,touron
280,0,wade3
21415,0,tg
1,0,klawock
81,0,augusta
4,0,guarro
7,0,poinsett
10,0,chichis
212,0,sissy
2105,0,phillips
64,0,cuadra
3,0,orgien
5,0,fandme
9,0,orgier
1,0,ralarala
482,0,adolf
10,0,naziz
2,0,esporra
590,0,griffith
113,0,zizi
127,0,anarchy
7,0,nazis
12,0,nuten
2536,0,vj
1,0,anglican
1,0,chienne
11,0,daule
63,1,platano
4661,0,gai
43482,0,gan
2889,0,gau
1,0,axife
2236,0,gay
3,0,dauna
8,0,artigas
91,0,jihad
3,0,benidorm
5,0,dunnavant
491,0,belin
10,0,capeta
204,0,svin
1,0,callejera
4,1,tataki
408,0,aguirre
3,0,hostia
1,0,paizuri
4,0,hostie
1,0,bahnhof
246,0,chode
56,0,ontario
1,0,butifarra
402,0,loner
345,0,laurel
40,0,iyot
1,0,сука
4,0,nutten
24,0,kaken
110,0,jabroni
7,0,preschool
84612,0,ger
22,0,richland
1812,0,gey
28,0,connar
160,0,rivero
6,0,tontita
39,1,rizen
172,0,catalina
808,0,gfu
17,0,typy
3767,0,dallas
8,0,fanden
1,0,tontito
3233,0,panda
62,0,hobart
55,0,renab
9,1,corrida
64,0,greeley
2,0,guasca
1292,0,ghb
1,1,sjuffi
16,1,viado
7,0,ducking
6,1,perdedor
21,0,icloud
326,1,itaker
1119,0,gif
2598,1,snake
19654,0,gin
4772,0,git
6,0,sarakin
204,0,station
10248,0,emil
2,0,orangeburg
61,0,choad
35,0,sodom
36,0,gautier
159,0,stockton
22,0,kakka
10,1,avales
4,0,eiern
5,0,kakke
51,0,avaler
21,0,nyquil
124,1,marrero
2,0,rodgering
6,0,nayarit
1,0,prcina
179,0,boykin
625,0,virgin
3,0,shemale
43,0,bostona
1,1,babahoyo
1,0,buttpounder
330,0,gls
1,0,heksa
14,0,cellular
65,0,deering
1,0,goukan
2,0,sohak
7,0,newburgh
2,0,baranga
1,0,mejía
26,0,tosser
2,0,pukek
55,2,vancouver
47,0,gmx
104,1,swinger
380,0,nggr
15,0,raddis
1073,0,vance
139,0,carrasco
7,0,yegua
397,0,escobar
2,0,heimie
1105,1,wack
811,0,goy
12,0,chinchin
2,0,rillito
50,1,menso
390,0,murder
2324,0,campbell
83,0,spanke
1,1,soreco
1,0,linkdin
1067,0,morales
41,0,evangelista
1,0,fotze
22,0,stecher
18,0,inject
6,0,chinoca
20,0,nutcase
6495,0,williams
3,0,erotik
1,0,psykopat
504,1,heaven
1,0,estupro
11,0,chinois
789,0,gud
17,0,erotic
9918,0,gun
63,0,queer
6,0,caralho
54,0,queef
4,0,batches
39,0,debil
1,0,todger
131,0,mdma
66,0,calama
2,0,klyster
2,0,kraftwerk
10,0,emuo
1,0,mastrbator
2,0,posies
57,0,messenger
11,0,virgina
3,0,daviston
166,0,snead
2352,1,stewart
1,0,huecos
2,0,virginha
9,0,tarado
26,0,tarada
4,0,fakka
5547,1,carter
8,0,laplace
32,0,speedway
1,0,fakku
45,0,annus
4,0,jalapa
489,0,virginia
10225,0,swag
13,0,paducah
4,0,igreja
4,0,coucher
1117,0,lester
2,0,cuckold
6825,0,lane
16,0,gonja
21,0,retarde
1,0,heimat
1,0,comarca
1,0,droguer
134,0,nipple
312,0,ibarra
61,0,bollo
2,0,kotzebue
78,0,isanti
2,0,urinar
28,0,swey
818,0,wank
30,0,bdsm
2078,0,wang
1761,0,kennedy
256,0,circle
43,0,gtfo
35,0,waterloo
15251,0,ward
142,0,aars
14,0,gtfu
2609,0,lara
3,0,enlace
176,0,aasi
124,0,hashtag
23204,0,christ
1,0,chiclayo
34,0,beating
16,0,lessie
2,0,pechugas
18,0,juliaca
229,0,gter
2,0,pussyfart
27,0,bukkake
1,0,poncear
1820,2,lynch
7,0,ferrol
6548,0,hag
127,0,bedford
11308,0,hai
19,0,huguley
1019,0,school
3,0,colota
54,0,gooey
12,0,schong
2214,0,harrison
110,0,.net
1,0,castrate
6,0,rtfm
3,0,villahermosa
1,0,fedido
422,0,video
4,0,fedida
20,0,norwalk
65,0,viddu
27,0,cocktail
62,2,tipsy
8,0,retarted
90,0,walnuts
183,0,bolle
1,0,putita
1,0,nippie
4,1,bicurious
64,0,kanin
38,0,shitty
534,0,gooch
126,0,hdp
64,0,lauk
99,0,bruto
2,0,forbasket
1,0,skjede
5567,0,hek
26,1,sumter
32,0,wilhoit
1079,0,hex
25,1,durge
1,1,bundão
10,0,tremper
990,0,kansas
831,1,junki
56,0,anoka
102,1,baptiste
394,0,junky
2317,0,carson
9,0,altstadt
5,0,mailing
11,1,unzip
14,0,nippel
94,0,nipper
2109,0,smash
4,0,trussville
9,0,ceiba
55,0,sieben
2749,0,chav
2171,1,chat
52,0,pajaro
3871,0,hiv
1,0,methamphetamine
47,0,brunswick
126,0,tering
4286,1,beat
1,0,suramu
438,0,camden
38,0,bolas
1,0,molestar
5,0,fouet
656,0,valdez
25,0,colony
7696,0,beck
318,0,babyj
5,0,durex
8523,0,okie
897,0,crock
5,0,pajaso
1503,2,gonzo
733,0,bebe
84,0,croch
553,0,mear
67,0,neger
332,0,dickson
4,1,arecibo
272,0,beej
20,0,tushi
92,1,advance
255,0,befa
2,0,acabar
287,0,meds
498,0,darwin
1,0,fünfzehn
5,0,hallik
3151,0,beer
12,0,fayetteville
2,0,sutian
480,0,bedo
301,0,bede
6,1,baari
11,0,schwantz
2,0,milkers
11,0,xeca
6578,0,hof
12,0,preserv
8251,0,hoe
6360,0,organ
627,0,annal
23731,0,hoo
25515,0,hor
12463,0,hot
121,0,liquor
10093,0,hos
295,0,nisse
6,0,negga
2725,0,chis
7,0,stupide
56,0,befe
14,0,stupida
1,0,katawa
10,1,befd
4,1,pitillo
3046,0,chit
6,0,beft
93,0,hyder
17,1,monterrey
2,0,arrapato
1,0,gutiérrez
1221,0,aben
1272,0,orgia
6,0,maagd
898,1,henderson
14,0,machala
216,0,ccane
2076,0,blanc
2,0,nudger
17,0,cappella
2,0,tocarte
120,0,buckshot
92,0,saavedra
68,0,tarrant
70,0,rommi
571,0,yhoo
3388,1,melo
1991,0,chon
310,0,belk
4,0,chenega
7,0,fuder
7,0,stecha
1,0,acendi
11,0,milkweed
137,0,deads
462,0,vidal
5,0,kaibab
1951,1,eight
43,0,chihuahua
478,0,orgie
1,0,plaquemine
325,0,elwood
1038,0,smack
3,0,tussu
932,0,mens
31,0,tussi
1,0,edificio
2322,0,izard
251,0,negra
56,0,pizarro
1893,0,blade
1458,0,berk
29,0,chuj
50,0,hogar
91,1,burnside
2,0,wetumpka
1,0,sutien
77,0,wichita
2,0,nenana
1,0,キチ
2,0,checca
148,0,frak
47,0,khara
13,0,santander
114,0,frap
1,0,død
2,0,cotorra
39,0,wainwright
15,0,chattanooga
45,0,calgary
212,0,rubs
5,0,nerchia
2,0,chinpoko
1774,0,abos
2360,0,merr
770,0,negro
2,0,shreveport
28,0,spion
4,0,zionsville
89,0,dinky
6,0,bokki
93,0,guey
502,0,meto
3,0,silverhill
1,0,bhangi
6,0,beuh
1530,0,meth
4,0,budwieser
2,0,poyas
11,0,bewb
18,0,ruft
28,0,nightlife
5,0,bessemer
30,0,fakes
8,0,dankon
64,0,geraldine
923,0,patterson
1040,0,racha
50,0,tripi
1782,0,ruiz
2,0,supremos
11,0,liquer
46,0,dingy
35356,0,ice
74,0,turro
33,0,turra
3214,0,guin
42,0,zilch
1,0,ñero
2,0,fjolle
1,1,sorete
2,0,selawik
70,0,poes
303,0,frig
136,0,frik
11,0,dlck
1,0,spiesa
2,0,elfrida
4127,1,lopez
4,0,gómez
43,0,gonad
2,0,hittla
6,0,naperville
14,0,mojar
20,1,kingsport
171,0,pogo
1994,0,rump
1,0,スケ
20,0,frkn
47,0,valva
1,0,tacuche
37,0,bunger
10,0,mamada
27,0,ghazal
1676,0,benga
716,0,solomon
294,0,mercedes
1,0,bostoes
54,0,mamado
20,0,seize
187,0,papar
285,0,alexandria
555,0,cide
35662,1,nick
187,0,poil
7,0,poia
5,0,zoccola
6,0,greensburg
514,0,polk
1145,0,pole
96,1,ownage
1679,1,nies
834,0,cien
135,0,poki
127,0,lespe
215,0,nido
378,0,rute
1,0,bizpo
1713,0,death
16936,0,imo
3,0,kysse
229,0,nigr
321,0,idaho
12,0,lópez
36,0,.org
1108,0,niga
10,0,yiff
9,0,exeter
1,0,sapphos
5,0,cleburne
1530,0,pope
8,0,kujon
2,0,teinou
1590,0,poop
6,0,blauwe
29,0,bumbum
61,0,triana
219,0,poof
5801,0,olla
1295,0,poon
418,0,mfer
5,0,bonao
11,0,tocard
49,0,pyroman
1,0,arrecho
119,0,acct
376,0,porc
130,0,porn
312,0,licker
1,0,hajiki
24256,0,irl
1197,0,michigan
187,0,chingo
58,0,chinge
43,0,borracho
55,0,popr
2,0,tocate
4126,0,nine
93,0,pusher
1354,0,acht
77,0,cinq
11102,0,ning
308,0,poto
72,1,concord
2,0,jontex
440,0,acid
12,0,posy
47,0,norfolk
5,0,cajamarca
4,0,prdel
39,0,canelo
8,0,kozen
1,0,stepford
1,0,trekken
12,0,suffolk
7,0,chittenden
218,0,semen
11,0,s.o.b
276,0,nips
14,0,chinbo
17,0,panola
23,0,fugly
647,0,trenton
11,0,chinba
2,0,chapado
94,0,ivg
2,0,blondine
15,0,pouf
3,0,masturbator
1,0,lortes
35,0,lewat
5,0,lorten
146,0,cipa
2,0,minnaar
22,0,poxi
885,0,olut
1879,0,number
7,0,chinpo
22,0,itá
2,1,conchadetumadre
11,0,cuzco
9,0,tantra
6,1,brookhaven
64,0,laredo
47,0,guaca
90,0,badoo
10,0,ludra
6031,0,city
3,0,ludre
54,0,hemma
51,0,fishers
53,0,lewes
1,0,fomante
524,0,cristo
33,1,poya
13,0,poxy
4,0,cristu
8,0,tispe
1282,0,hamilton
7,0,chinle
1,0,gaylesville
191,0,lawton
174,1,madre
1,0,shicksa
4,0,hanuri
19,0,piedmont
1,0,budweizer
1,0,sorcho
1,0,llamarte
188,0,kraut
36,0,tissi
61,0,tisse
3,0,kozou
5158,0,lewis
14,0,youngstown
1,0,brandying
10,0,chinko
304,0,seymour
52,0,beque
62,0,erect
7,0,telefon
1743,0,jap
817,0,jaq
36,0,fanme
6,0,anillaco
203,1,levis
7,0,nasist
4,0,testies
2,0,roldán
555,0,turkey
5,0,miyama
1,0,morphina
1,0,gobierno
17,0,aguada
2,0,konnard
17,0,morphine
820,1,catherine
8,0,paypal
1327,0,reynolds
7,0,blejt
12,0,l&m
3,0,mespace
173,0,mancha
4,0,marshfield
349,0,manche
8,0,lajas
3221,0,jew
3,0,metairie
75,0,zmal
7,0,telephone
24,0,izabal
1283,0,bleed
232,1,epes
1,0,panucho
7,0,oneonta
3,0,whatsapp
1,0,sexting
13,0,emails
114,0,madrigal
120,0,brandie
2038,1,street
2780,0,elizabeth
187,0,hottie
3,0,gennama
57,0,eikel
1,0,pelotudo
2,0,comunista
3,0,contraseña
7,0,boning
343,0,jii
3663,0,jin
15,0,cigare
2,0,cigaro
3,0,tantat
205,0,bgal
37,0,paska
11,0,oaxaca
669,0,mccarthy
28,0,eighteen
51,0,omfg
107,0,syre
18,0,manteca
1,0,gówien
80,0,nookie
73,0,fhawk
36,0,iitch
31,0,alkis
93,0,mauldin
932,0,bender
123,0,kappe
13,0,whitefish
3,0,cussing
99,0,geezer
6,0,marola
5,0,fisting
1178,0,georgia
16573,2,brandon
2,0,stygg
5,1,sappho
323,0,adak
1,0,abortar
527,1,boner
7,0,culito
22,0,niquer
1,0,caganita
1387,0,castro
93,0,luder
2214,0,hughes
16387,0,addy
35,1,guano
322,0,krack
501,0,jpg
69,1,blueball
5,0,petiso
551,1,phelps
1310,0,cougar
6,0,pr0n
2,0,yandez
367,0,stupid
2,0,arequipa
6,0,ouvert
7,0,klote
1,0,говн
1299,0,denver
11,1,westminster
255,0,oklahoma
5,0,recife
1,0,véna
2087,0,molly
10,0,hindus
64,0,lorte
10,0,lorts
165,1,newport
64,1,daygo
1,0,guntersville
91,0,kaat
139,0,eichel
1,0,acabada
25,0,parasit
50,1,westover
8,0,roofy
2,0,scottsboro
162,0,sixty
10,0,dogging
5,0,medicina
49,0,strasse
3,0,bareto
73,0,roofi
21,0,blatte
1,0,kyochin
402,0,vaca
29523,0,jus
278,0,juu
1,0,chupes
2,0,soumis
1,0,hovnech
71,0,contact
6,0,ficka
2,0,tirer
2,0,bochas
959,0,macho
508,0,macka
465,0,parra
2,0,prcat
1,0,tjukk
117,0,parre
2,0,prompe
1,1,jinotepe
1,0,klitten
128,0,anpan
406,0,booker
27,0,chimar
2,0,tetona
143,0,roosevelt
47,0,goodyear
51,0,dritt
1,0,racoler
32,0,monchis
44,1,nagger
420,0,kake
37,0,castleberry
4,0,collierville
9,0,williamsburg
4273,0,bailey
1661,0,peterson
1,0,ladonia
757,0,kaka
122,1,tigres
709,0,drink
470,0,vail
9,0,namorado
6,0,parvo
219,1,macon
4,0,camcorder
271,0,ficer
360,0,ficen
101,0,falos
1,0,victorville
314,0,kalb
6,0,neiva
130,0,splif
10,0,download
1,0,rammler
2,0,exstasy
9,0,truxton
170,0,champagne
9,0,grenada
5,0,nudist
1061,0,oregon
3,0,fünf
4,0,uniontown
20,0,poblete
1086,1,kao
12,0,pulte
658,0,loser
134,0,cripple
154,0,thong
402,0,selma
86,0,valdivia
1,0,hindou
41,0,ceint
91,0,tocar
5,0,extacy
13,0,burlington
1,0,juoda
2,0,martínez
1159,0,vara
48,0,boxers
93,0,kdv
525,0,atlanta
103,1,vergara
9,0,kearny
28,0,jacksonville
2,0,école
6,0,cowlic
20788,0,kes
1489,0,detroit
143,0,katu
53,0,dippy
1,0,taylorsville
8,0,culiar
8,0,øl
2,0,bibico
25,0,sterrett
938,1,sniper
11,1,bethlehem
1,0,venetie
17,0,lespen
12,0,hempstead
253,0,pardo
1656,0,once
4,0,tibbie
62,0,elske
14,0,parar
24,0,coger
18392,0,kil
3,1,snapchat
1,0,oficina
73,0,whatley
11457,0,kit
8,0,rialto
5,0,molbo
4,0,seksi
40,0,bipolar
86,0,teets
1,0,senzuri
617,0,kkk
3,0,ronpari
4,0,chupar
53,0,pargo
8,0,marbella
2,0,tirar
338,1,duarte
23,0,seventeen
23,0,fishhook
113,0,bustos
26,0,cabezon
4,1,leupp
2,0,passaic
40,0,bhem
49,0,wead
2670,0,martinez
4,0,tocame
47,0,queve
3,0,shuin
12,0,duske
1627,1,lead
2,0,saleau
28,1,queue
401,0,bombs
1,0,pillerman
6689,0,kon
5523,0,kos
4833,0,kot
